#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2016-03-24T00:15:02 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ56f32fff0810	
#INFO	-out.max=9999	
#INFO	queryParameters=49	
#-oc.form=dec
#-out.max=9999
#-nav=cat:J/A+A/559/A43&tab:{J/A+A/559/A43/table6}&key:source=J/A+A/559/A43&HTTPPRM:&&-ref=VIZ56f32fff0810&-file=.&-oc.form=sexa&-out.form=verb&-c.r=  2&-c.geom=r&-order=I&-out=Seq&-out=RAJ2000&-out=DEJ2000&-out=pmRA&-out=pmDE&-out=plx&-out=rc&-out=RV&-out=Vpar&-out=Vperp&-out=M&-out=gmed&-out=rmed&-out=imed&-out=zmed&-out=ymed&-out=Jmag&-out=Kmag&-out=W1mag&-out=W2mag&-out=Src&-out=XV&-ignore=XV=*&XV=XV&-out=Sloan&Sloan=Sloan&-meta.ucd=2&-meta=1&-meta.foot=1&-meta.form=1&-usenav=1&-bmark=POST&-out.max=50&-out.form=HTML Table&-c.eq=J2000&-c.u=arcmin&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/559/A43/table6
#-order=I
#-out=Seq
#-out=RAJ2000
#-out=DEJ2000
#-out=pmRA
#-out=pmDE
#-out=plx
#-out=rc
#-out=RV
#-out=Vpar
#-out=Vperp
#-out=M
#-out=gmed
#-out=rmed
#-out=gmag
#-out=e_gmag
#-out=rmag
#-out=e_rmag
#-out=imag
#-out=e_imag
#-out=zmag
#-out=e_zmag
#-out=Jmag
#-out=e_Jmag
#-out=Hmag
#-out=e_Hmag
#-out=Kmag
#-out=e_Kmag
#-out=W1mag
#-out=e_W1mag
#-out=W2mag
#-out=e_W2mag
#-out=W3mag
#-out=e_W3mag
#-out=W4mag
#-out=e_W4mag
#-out=Src
#-out=XV
#XV=XV
#-out=Sloan
#Sloan=Sloan
#
#
#RESOURCE=yCat_35590043
#Name: J/A+A/559/A43
#Title: Pan-STARRS1 (PS1) observations of the Hyades (Goldman+, 2013)
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	J_A_A_559_A43_table6:
#Name: J/A+A/559/A43/table6
#Title: Photometric and kinematic parameters for 773 Hyades member candidates
#Column	Seq	(I8)	Identifier (Seq<=724 ix from Roeser et al. 2011, J/A+A/531/A92)	[ucd=meta.id]
#Column	RAJ2000	(F11.7)	PPMXL Right Ascension (J2000.0, epoch 2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F11.7)	PPMXL Declination (J2000.0, epoch 2000.0)	[ucd=pos.eq.dec;meta.main]
#Column	pmRA	(F6.2)	PPMXL Proper Motion in RA*cos(DEdeg)	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F7.2)	PPMXL Proper Motion in Dec	[ucd=pos.pm;pos.eq.dec]
#Column	plx	(F5.2)	Secular parallax	[ucd=pos.parallax]
#Column	rc	(F5.2)	[0/30] Distance from the cluster centre	[ucd=phys.size.radius]
#Column	RV	(F5.2)	[16/46] Predicted radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	Vpar	(F5.2)	[5/43] Tangential velocity in direction of the convergent point	[ucd=phys.veloc.transverse]
#Column	Vperp	(F5.2)	[-5/4] Tangential velocity in direction perpendicular to the convergent point	[ucd=phys.veloc.transverse]
#Column	M	(F5.2)	[0.09/2.6] Mass of the star	[ucd=phys.mass]
#Column	gmed	(F6.3)	? PS1 PSF median magnitude in g band	[ucd=phot.mag;em.opt.B]
#Column	rmed	(F6.3)	? PS1 PSF median magnitude in r band	[ucd=phot.mag;em.opt.R]
#Column	gmag	(F6.3)	? SDSS g-band magnitude (SDSS-DR8)	[ucd=phot.mag;em.opt.B]
#Column	e_gmag	(F6.3)	? Error of gmag	[ucd=stat.error;phot.mag;em.opt.B]
#Column	rmag	(F6.3)	? SDSS r-band magnitude (SDSS-DR8)	[ucd=phot.mag;em.opt.R]
#Column	e_rmag	(F6.3)	? Error of rmag	[ucd=stat.error;phot.mag;em.opt.R]
#Column	imag	(F6.3)	? SDSS i-band magnitude (SDSS-DR8)	[ucd=phot.mag;em.opt.I]
#Column	e_imag	(F6.3)	? Error of imag	[ucd=stat.error;phot.mag;em.opt.I]
#Column	zmag	(F6.3)	? SDSS z-band magnitude (SDSS-DR8)	[ucd=phot.mag;em.opt.I]
#Column	e_zmag	(F6.3)	? Error of zmag	[ucd=stat.error;phot.mag;em.opt.I]
#Column	Jmag	(F6.3)	2MASS J band magnitude (as in PPMXL)	[ucd=phot.mag;em.IR.J]
#Column	e_Jmag	(F6.3)	Error of Jmag	[ucd=stat.error;phot.mag;em.IR.J]
#Column	Hmag	(F6.3)	2MASS H band magnitude (as in PPMXL)	[ucd=phot.mag;em.IR.H]
#Column	e_Hmag	(F6.3)	Error of Hmag	[ucd=stat.error;phot.mag;em.IR.H]
#Column	Kmag	(F6.3)	2MASS Ks band magnitude (as in PPMXL)	[ucd=phot.mag;em.IR.K]
#Column	e_Kmag	(F6.3)	Error of Kmag	[ucd=stat.error;phot.mag;em.IR.K]
#Column	W1mag	(F6.3)	? WISE W1-band magnitude (3.3um)	[ucd=phot.mag;em.IR.3-4um]
#Column	e_W1mag	(F6.3)	? Error of W1mag	[ucd=stat.error;phot.mag]
#Column	W2mag	(F6.3)	? WISE W2-band magnitude (4.6um)	[ucd=phot.mag;em.IR.4-8um]
#Column	e_W2mag	(F6.3)	? Error of W2mag	[ucd=stat.error;phot.mag]
#Column	W3mag	(F6.3)	? WISE W3-band magnitude (11.6um)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	e_W3mag	(F6.3)	? Error of W3mag	[ucd=stat.error;phot.mag]
#Column	W4mag	(F6.3)	? WISE W4-band magnitude (22.1um)	[ucd=phot.flux.density;em.IR.15-30um]
#Column	e_W4mag	(F6.3)	? Error of W4mag	[ucd=stat.error;phot.mag]
#Column	Src	(A1)	[0,1] Origin of source: 1=from this paper, 0=from Roeser et al. 2011 (J/A+A/531/A92)	[ucd=meta.ref;pos.frame]
#Column	XV	(A2)	Retrieve data on this star across all VizieR (within 5arcsec)	[ucd=meta.ref.url]
#Column	Sloan	(a5)	Display the SDSS data for this source	[ucd=meta.ref.url]
#Seq	RAJ2000	DEJ2000	pmRA	pmDE	plx	rc	RV	Vpar	Vperp	M	gmed	rmed	gmag	e_gmag	rmag	e_rmag	imag	e_imag	zmag	e_zmag	Jmag	e_Jmag	Hmag	e_Hmag	Kmag	e_Kmag	W1mag	e_W1mag	W2mag	e_W2mag	W3mag	e_W3mag	W4mag	e_W4mag	Src	XV	Sloan
# 	deg	deg	mas/yr	mas/yr	mas	pc	km/s	km/s	km/s	Msun	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	mag	 	 	
#--------	-----------	-----------	------	-------	-----	-----	-----	-----	-----	-----	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	-	--	-----
#Seq	RAJ2000	DEJ2000	pmRA	pmDE	plx	rc	RV	Vpar	Vperp	M	gmed	rmed	gmag	e_gmag	rmag	e_rmag	imag	e_imag	zmag	e_zmag	Jmag	e_Jmag	Hmag	e_Hmag	Kmag	e_Kmag	W1mag	e_W1mag	W2mag	e_W2mag	W3mag	e_W3mag	W4mag	e_W4mag	Src	XV	Sloan
     656	077.7356178	+13.1220214	 63.75	 -26.65	20.17	 9.64	42.42	16.14	-1.79	 0.39	15.905	      	      	      	      	      	      	      	      	      	10.800	 0.027	10.155	 0.029	 9.923	 0.020	 9.745	 0.023	 9.579	 0.019	 9.451	 0.037	 8.498	      	0	XV	Sloan
     657	077.7870239	+17.5740664	 45.31	 -24.26	14.07	26.79	41.96	17.32	-0.39	 0.40	16.603	15.361	      	      	      	      	      	      	      	      	11.497	 0.026	10.895	 0.030	10.620	 0.018	10.446	 0.023	10.273	 0.020	10.329	 0.081	 8.905	      	0	XV	Sloan
     658	077.7904469	+15.8159428	 57.94	 -24.53	17.79	13.48	42.18	16.77	 0.00	 0.79	      	      	      	      	      	      	      	      	      	      	 8.974	 0.018	 8.277	 0.024	 8.102	 0.017	 7.980	 0.023	 7.971	 0.021	 7.904	 0.020	 7.851	 0.181	0	XV	Sloan
     660	077.9811425	+05.7160733	 44.85	   6.82	13.97	29.54	42.72	15.33	 1.36	 0.89	      	      	      	      	      	      	      	      	      	      	 8.822	 0.041	 8.415	 0.031	 8.245	 0.034	 8.203	 0.024	 8.282	 0.019	 8.208	 0.021	 7.965	 0.195	0	XV	Sloan
     661	078.0666617	+05.3696586	 50.30	   5.49	15.68	22.85	42.74	15.29	 0.45	 0.28	17.182	15.900	      	      	      	      	      	      	      	      	12.001	 0.024	11.406	 0.027	11.108	 0.019	10.956	 0.022	10.790	 0.022	11.102	 0.145	 9.071	      	0	XV	Sloan
     662	078.1003453	+18.4024003	 64.92	 -38.55	20.55	 9.09	41.92	17.41	-0.50	 0.61	13.838	12.321	      	      	      	      	      	      	      	      	 9.470	 0.026	 8.954	 0.040	 8.597	 0.029	 8.303	 0.024	 8.263	 0.021	 8.201	 0.021	 7.888	 0.181	0	XV	Sloan
     663	078.5295103	+29.2772211	 67.32	 -69.42	20.77	13.56	39.67	22.06	 0.63	 0.35	15.394	14.332	      	      	      	      	      	      	      	      	10.880	 0.021	10.257	 0.022	10.035	 0.018	 9.846	 0.022	 9.687	 0.021	 9.702	 0.057	 8.935	      	0	XV	Sloan
     664	078.5985144	+20.5315547	 56.86	 -38.20	18.11	13.50	41.70	17.93	 0.07	 0.33	16.989	16.901	      	      	      	      	      	      	      	      	11.312	 0.029	10.773	 0.040	10.498	 0.030	10.098	 0.023	 9.928	 0.021	 9.693	 0.047	 8.535	      	0	XV	Sloan
     665	078.8079103	+29.2889872	 51.51	 -56.76	16.55	20.74	39.73	21.95	 0.09	 0.23	17.343	16.058	      	      	      	      	      	      	      	      	12.242	 0.022	11.587	 0.022	11.353	 0.017	11.137	 0.023	10.939	 0.020	10.996	 0.140	 9.056	      	0	XV	Sloan
     666	078.8590036	+11.0188758	 53.15	  -6.94	16.93	17.22	42.85	14.96	 1.12	 0.32	      	      	      	      	      	      	      	      	      	      	11.590	 0.024	11.023	 0.033	10.720	 0.023	10.520	 0.023	10.334	 0.019	10.361	 0.085	 8.819	      	0	XV	Sloan
     667	078.8779294	+17.4316958	 54.26	 -30.33	17.76	14.15	42.25	16.59	-0.33	 0.17	18.294	16.990	18.341	 0.008	17.078	 0.005	15.228	 0.004	14.382	 0.005	12.629	 0.023	12.050	 0.021	11.757	 0.018	11.554	 0.023	11.348	 0.021	10.831	 0.107	 8.607	      	0	XV	Sloan
     668	078.9467472	-12.3653492	 76.41	  84.95	26.53	24.17	40.56	20.37	 1.34	 1.06	      	      	      	      	      	      	      	      	      	      	 6.820	 0.027	 6.400	 0.031	 6.280	 0.033	 6.204	 0.049	 6.253	 0.021	 6.253	 0.017	 6.233	 0.047	0	XV	Sloan
     669	079.0660094	+09.4466092	 51.09	 -12.59	16.96	17.77	42.97	14.62	-1.66	 0.36	      	14.913	      	      	      	      	      	      	      	      	11.351	 0.022	10.692	 0.027	10.467	 0.018	10.301	 0.023	10.166	 0.020	 9.918	 0.056	 8.834	 0.452	0	XV	Sloan
     670	079.1063789	-00.5216017	 68.69	  29.60	22.84	16.54	42.66	15.51	 0.59	 0.23	      	15.660	      	      	      	      	      	      	      	      	11.595	 0.026	10.973	 0.024	10.687	 0.023	10.513	 0.024	10.316	 0.021	10.284	 0.059	 8.970	      	0	XV	Sloan
     671	079.1257739	-09.8306886	 61.76	  57.66	21.00	23.63	41.19	19.06	 0.78	 0.33	      	15.129	      	      	      	      	      	      	      	      	11.071	 0.024	10.499	 0.024	10.171	 0.022	 9.980	 0.023	 9.833	 0.020	 9.679	 0.036	 9.072	      	0	XV	Sloan
     672	079.3185036	-16.3619186	 87.99	  76.47	24.53	26.86	39.56	22.25	-3.52	 0.12	      	      	      	      	      	      	      	      	      	      	12.808	 0.026	12.264	 0.022	11.934	 0.023	11.747	 0.024	11.572	 0.021	11.776	 0.205	 8.685	      	0	XV	Sloan
     674	079.5638947	+27.1411625	 38.25	 -52.54	14.88	25.76	40.48	20.53	-2.67	 0.50	14.858	      	      	      	      	      	      	      	      	      	10.765	 0.022	10.149	 0.022	 9.911	 0.018	 9.729	 0.022	 9.661	 0.022	 9.506	 0.042	 8.819	      	0	XV	Sloan
     675	080.0666539	-04.2394347	 66.16	  42.29	23.12	19.29	42.44	16.10	 0.35	 0.48	      	      	      	      	      	      	      	      	      	      	 9.952	 0.024	 9.307	 0.022	 9.075	 0.024	 8.937	 0.023	 8.850	 0.020	 8.824	 0.033	 8.453	      	0	XV	Sloan
     676	080.1059250	+11.6098161	 50.06	 -14.22	17.41	16.51	43.12	14.17	-0.34	 1.03	      	      	      	      	      	      	      	      	      	      	 7.696	 0.023	 7.397	 0.061	 7.302	 0.021	 7.219	 0.027	 7.285	 0.021	 7.294	 0.019	 7.039	 0.107	0	XV	Sloan
     677	080.3545303	+09.6364661	 47.25	  -5.32	16.45	19.83	43.28	13.69	 0.54	 0.80	      	      	      	      	      	      	      	      	      	      	 8.983	 0.024	 8.370	 0.033	 8.226	 0.023	 8.160	 0.022	 8.197	 0.019	 8.127	 0.023	 7.826	      	0	XV	Sloan
     678	080.5096872	+28.4211961	 62.17	 -66.48	20.71	14.13	40.34	20.81	 1.07	 0.12	18.506	17.301	18.523	 0.008	17.336	 0.005	15.637	 0.005	14.870	 0.005	13.178	 0.026	12.599	 0.020	12.300	 0.023	12.106	 0.024	11.948	 0.024	11.467	 0.200	 9.034	 0.512	0	XV	Sloan
     679	080.5856331	+30.5193372	 76.47	 -84.84	24.62	15.06	39.74	21.92	 1.72	 0.56	      	      	      	      	      	      	      	      	      	      	 9.406	 0.022	 8.786	 0.021	 8.526	 0.017	 8.344	 0.024	 8.290	 0.021	 8.189	 0.022	 7.950	 0.236	0	XV	Sloan
     680	080.7935103	-01.6977653	 61.24	  24.95	21.26	18.50	42.94	14.71	-1.02	 0.60	13.134	      	      	      	      	      	      	      	      	      	 9.445	 0.024	 8.784	 0.057	 8.600	 0.019	 8.455	 0.023	 8.463	 0.020	 8.357	 0.023	 8.276	 0.226	0	XV	Sloan
     681	081.0918506	+18.0551436	 46.11	 -20.40	15.25	23.16	42.67	15.48	 2.49	 0.31	16.540	15.336	      	      	      	      	      	      	      	      	11.798	 0.021	11.226	 0.022	10.965	 0.017	10.744	 0.023	10.611	 0.021	10.465	 0.078	 8.974	      	0	XV	Sloan
     682	081.0934703	+18.0525453	 40.66	 -21.77	14.08	28.10	42.67	15.47	 1.31	 0.37	16.289	15.062	      	      	      	      	      	      	      	      	11.669	 0.022	11.046	 0.022	10.821	 0.018	10.637	 0.025	10.491	 0.024	10.469	 0.079	 8.699	      	0	XV	Sloan
     683	081.1630225	+28.6115633	 65.90	 -92.82	26.08	15.16	40.42	20.66	-1.21	 0.27	16.006	14.768	      	      	      	      	      	      	      	      	11.010	 0.019	10.357	 0.015	10.102	 0.019	 9.907	 0.023	 9.787	 0.020	 9.643	 0.046	 8.455	      	0	XV	Sloan
     684	081.2276208	+07.3398047	 40.80	  -4.46	15.05	25.74	43.52	12.88	-1.05	 0.64	12.703	      	      	      	      	      	      	      	      	      	 9.868	 0.023	 9.290	 0.033	 9.112	 0.020	 9.023	 0.024	 9.095	 0.021	 8.707	 0.025	 8.096	 0.217	0	XV	Sloan
     685	081.2843822	-02.2030000	 43.02	  24.50	16.12	26.92	42.99	14.55	 0.38	 0.33	17.029	15.773	      	      	      	      	      	      	      	      	11.645	 0.024	11.084	 0.022	10.743	 0.019	10.566	 0.023	10.392	 0.020	 9.943	 0.048	 8.096	 0.206	0	XV	Sloan
     686	081.3625114	+21.0688300	 39.51	 -40.47	16.02	20.86	42.22	16.65	-1.68	 0.65	13.502	      	      	      	      	      	      	      	      	      	 9.781	 0.020	 9.122	 0.022	 8.913	 0.018	 8.794	 0.023	 8.801	 0.020	 8.728	 0.028	 8.335	 0.331	0	XV	Sloan
     687	081.5654569	+00.5629089	 54.02	  22.22	20.51	17.92	43.34	13.50	 0.38	 0.23	17.021	15.750	16.938	 0.005	15.736	 0.005	14.124	 0.005	13.359	 0.004	11.716	 0.022	11.139	 0.022	10.898	 0.019	10.698	 0.022	10.516	 0.022	10.207	 0.056	 8.642	      	0	XV	Sloan
     688	081.7961067	+11.5258325	 38.96	  -5.06	14.23	28.29	43.50	12.94	 1.95	 1.20	      	      	      	      	      	      	      	      	      	      	 7.418	 0.029	 7.177	 0.055	 7.086	 0.027	 7.063	 0.030	 7.096	 0.020	 7.105	 0.017	 6.781	 0.083	0	XV	Sloan
     689	082.1980861	+01.8687733	 55.67	  25.21	22.60	16.63	43.57	12.72	 1.57	 0.27	16.095	      	      	      	      	      	      	      	      	      	11.231	 0.023	10.635	 0.022	10.399	 0.022	10.250	 0.027	10.108	 0.025	 9.946	 0.053	 9.011	      	0	XV	Sloan
     690	082.3390575	+11.8586106	 41.06	 -16.52	16.56	20.04	43.60	12.63	-0.94	 0.19	17.818	16.555	      	      	      	      	      	      	      	      	12.561	 0.023	11.968	 0.031	11.690	 0.022	11.536	 0.023	11.348	 0.022	11.175	      	 7.991	 0.425	0	XV	Sloan
     691	082.6423489	+32.6559458	 32.42	 -77.83	17.58	21.67	39.45	22.45	-3.60	 0.99	      	      	      	      	      	      	      	      	      	      	 7.978	 0.019	 7.527	 0.017	 7.420	 0.018	 7.254	 0.026	 7.389	 0.021	 7.354	 0.018	 7.220	 0.102	0	XV	Sloan
     692	083.0369058	+01.6400650	 47.89	  15.12	19.56	18.98	43.73	12.17	-0.31	 0.22	17.293	16.033	17.297	 0.005	16.042	 0.004	14.407	 0.003	13.641	 0.004	12.024	 0.026	11.420	 0.024	11.100	 0.022	10.968	 0.023	10.808	 0.021	11.184	 0.187	 9.026	      	0	XV	Sloan
     693	083.1269806	+02.6483975	 36.57	  13.22	15.48	27.12	43.81	11.87	 0.89	 1.40	      	      	      	      	      	      	      	      	      	      	 6.611	 0.019	 6.485	 0.031	 6.370	 0.024	 6.328	 0.046	 6.380	 0.021	 6.386	 0.014	 6.327	 0.051	0	XV	Sloan
     694	083.2265781	-00.7894892	 39.57	  15.16	15.65	28.37	43.56	12.76	-1.37	 0.71	      	      	      	      	      	      	      	      	      	      	 9.493	 0.022	 8.855	 0.040	 8.702	 0.023	 8.543	 0.023	 8.632	 0.019	 8.197	 0.030	 7.041	 0.093	0	XV	Sloan
     695	083.6340469	+08.7347133	 33.84	  -0.95	14.31	29.50	44.00	11.15	 1.19	 0.38	15.862	14.686	      	      	      	      	      	      	      	      	11.591	 0.027	10.978	 0.023	10.728	 0.021	10.569	 0.022	10.480	 0.020	10.296	 0.070	 8.938	      	0	XV	Sloan
     696	084.1798825	+03.7748142	 33.93	  11.19	15.48	27.17	44.07	10.88	 1.14	 0.34	      	      	      	      	      	      	      	      	      	      	11.612	 0.024	11.032	 0.022	10.773	 0.019	10.595	 0.024	10.449	 0.020	10.357	 0.082	 9.075	      	0	XV	Sloan
     697	084.2655642	+17.0403269	 42.22	 -33.69	19.43	14.86	43.43	13.17	-0.44	 1.87	      	      	      	      	      	      	      	      	      	      	 5.062	 0.020	 5.002	 0.024	 4.935	 0.029	 4.922	 0.067	 4.533	 0.038	 5.005	 0.017	 4.960	 0.028	0	XV	Sloan
     698	084.5398828	-09.8972794	 43.17	  61.21	21.64	25.28	42.33	16.37	 1.16	 0.27	16.505	15.256	      	      	      	      	      	      	      	      	11.397	 0.023	10.798	 0.025	10.518	 0.021	10.364	 0.024	10.157	 0.020	10.134	 0.086	 8.466	 0.274	0	XV	Sloan
     699	084.5746697	+35.5025808	 32.12	 -81.84	17.59	24.11	38.75	23.63	-1.86	 0.43	15.406	14.514	      	      	      	      	      	      	      	      	10.837	 0.023	10.248	 0.022	 9.970	 0.018	 9.780	 0.024	 9.656	 0.021	 9.460	 0.042	 8.246	 0.248	0	XV	Sloan
     700	084.5751475	+32.9244906	 32.00	 -64.38	15.45	28.27	39.67	22.05	-0.58	 0.86	12.835	      	      	      	      	      	      	      	      	      	 8.731	 0.024	 8.233	 0.020	 8.135	 0.017	 8.061	 0.023	 8.143	 0.020	 8.151	 0.030	 8.647	 0.477	0	XV	Sloan
     702	084.9333497	+05.4250533	 42.17	   6.49	19.98	17.77	44.25	10.11	 0.51	 0.34	15.897	14.672	      	      	      	      	      	      	      	      	11.110	 0.026	10.507	 0.026	10.213	 0.025	 9.980	 0.023	 9.839	 0.021	 9.586	 0.041	 8.351	 0.255	0	XV	Sloan
     703	085.1888661	+13.3567333	 32.62	 -14.95	15.31	25.48	44.01	11.10	 0.53	 0.22	18.358	17.015	      	      	      	      	      	      	      	      	12.513	 0.025	11.895	 0.026	11.622	 0.022	11.380	 0.023	11.213	 0.023	10.871	 0.151	 8.205	 0.279	0	XV	Sloan
     704	085.3033128	+25.4869467	 54.25	 -72.06	24.73	15.52	41.97	17.27	 0.76	 0.17	17.116	15.855	      	      	      	      	      	      	      	      	12.014	 0.021	11.389	 0.023	11.127	 0.018	10.949	 0.024	10.806	 0.023	11.144	 0.197	 8.832	      	0	XV	Sloan
     706	085.5620664	+15.5940236	 32.38	 -20.95	15.53	24.70	43.84	11.76	 0.53	 0.62	12.992	      	      	      	      	      	      	      	      	      	 9.910	 0.021	 9.294	 0.021	 9.132	 0.019	 8.997	 0.023	 9.075	 0.020	 8.985	 0.031	 8.292	      	0	XV	Sloan
     707	085.6374756	-11.8596139	 71.51	 103.32	34.92	27.66	42.06	17.06	-0.23	 0.12	      	      	      	      	      	      	      	      	      	      	11.916	 0.021	11.372	 0.023	11.048	 0.021	10.833	 0.024	10.639	 0.022	10.436	 0.060	 8.644	      	0	XV	Sloan
     708	085.8894397	+08.9297275	 37.96	 -10.13	19.59	17.44	44.39	 9.48	-0.76	 0.57	13.460	      	      	      	      	      	      	      	      	      	 9.789	 0.021	 9.106	 0.021	 8.932	 0.022	 8.793	 0.023	 8.797	 0.020	 8.736	 0.028	 8.956	 0.473	0	XV	Sloan
     709	085.9140025	+23.5506822	 57.80	-102.47	34.92	21.37	42.53	15.87	-1.80	 0.12	18.368	17.021	      	      	      	      	      	      	      	      	12.141	 0.024	11.501	 0.022	11.191	 0.018	10.970	 0.022	10.809	 0.022	11.157	 0.240	 8.488	      	0	XV	Sloan
     710	087.7253825	+06.1567208	 26.16	   5.75	15.83	27.19	44.69	 7.91	 1.31	 0.81	      	      	      	      	      	      	      	      	      	      	 8.873	 0.027	 8.457	 0.036	 8.277	 0.018	 8.231	 0.024	 8.312	 0.021	 8.232	 0.023	 7.727	 0.161	0	XV	Sloan
     711	087.8480833	+15.5511542	 26.76	 -31.69	18.68	18.70	44.18	10.41	-1.54	 0.25	16.863	15.625	      	      	      	      	      	      	      	      	11.850	 0.022	11.230	 0.020	10.952	 0.017	10.800	 0.024	10.650	 0.022	10.502	 0.078	 9.168	      	0	XV	Sloan
     712	088.1974964	+29.7702081	 23.75	 -60.74	16.18	26.59	41.17	19.10	-0.63	 1.05	      	      	      	      	      	      	      	      	      	      	 7.705	 0.019	 7.350	 0.024	 7.262	 0.017	 6.992	 0.022	 7.062	 0.017	 7.152	 0.015	 7.063	 0.098	0	XV	Sloan
     713	088.2229303	+05.7747886	 30.17	   1.33	18.94	21.07	44.76	 7.55	-0.38	 0.58	      	      	      	      	      	      	      	      	      	      	 9.756	 0.021	 9.133	 0.024	 8.942	 0.023	 8.778	 0.024	 8.824	 0.020	 8.820	 0.033	 8.238	      	0	XV	Sloan
     714	088.5266292	+25.6941342	 36.37	 -70.39	23.02	17.25	42.36	16.31	 0.23	 0.56	13.188	      	      	      	      	      	      	      	      	      	 9.513	 0.022	 8.873	 0.021	 8.652	 0.018	 8.537	 0.024	 8.524	 0.020	 8.431	 0.024	 8.093	      	0	XV	Sloan
     715	088.6654433	-02.8063031	 28.19	  24.51	17.14	28.57	44.21	10.29	-0.87	 0.41	15.366	14.139	      	      	      	      	      	      	      	      	11.044	 0.024	10.388	 0.023	10.169	 0.023	10.021	 0.023	 9.919	 0.019	 9.982	 0.087	 8.802	      	0	XV	Sloan
     716	089.0950864	+28.6393439	 21.01	 -58.57	16.26	26.50	41.61	18.13	-0.77	 0.21	17.182	15.976	      	      	      	      	      	      	      	      	12.410	 0.020	11.820	 0.022	11.567	 0.018	11.434	 0.024	11.280	 0.022	11.284	 0.160	 9.138	      	0	XV	Sloan
     717	089.2113611	+15.2710556	 20.58	 -23.07	15.36	27.63	44.38	 9.52	-0.57	 0.29	17.052	15.790	      	      	      	      	      	      	      	      	11.973	 0.022	11.425	 0.021	11.133	 0.020	10.964	 0.023	10.793	 0.021	10.806	 0.100	 9.097	      	0	XV	Sloan
     718	089.8315881	-09.3093333	 32.81	  89.68	32.43	27.20	43.22	13.86	 1.65	 0.20	      	      	      	      	      	      	      	      	      	      	10.975	 0.026	10.405	 0.024	10.124	 0.023	 9.958	 0.024	 9.772	 0.019	 9.658	 0.042	 9.089	      	0	XV	Sloan
     719	090.8636606	+24.0375294	 16.67	 -70.87	23.46	18.41	43.00	14.54	-2.26	 0.42	14.528	13.436	      	      	      	      	      	      	      	      	10.290	 0.021	 9.664	 0.022	 9.421	 0.017	 9.336	 0.023	 9.238	 0.019	 9.103	 0.031	 8.646	 0.360	0	XV	Sloan
     720	090.9840922	-13.9503150	 20.38	  99.07	28.44	28.97	42.19	16.73	 2.08	 1.02	      	      	      	      	      	      	      	      	      	      	 6.833	 0.024	 6.419	 0.040	 6.265	 0.026	 6.228	 0.045	 6.262	 0.020	 6.241	 0.016	 6.224	 0.047	0	XV	Sloan
     721	091.3454653	+23.7303875	 29.14	 -54.37	20.43	19.78	43.11	14.20	 1.80	 0.12	18.386	17.073	      	      	      	      	      	      	      	      	13.164	 0.023	12.556	 0.022	12.252	 0.020	12.041	 0.024	11.835	 0.023	12.078	      	 8.862	      	0	XV	Sloan
     722	091.6471558	+11.4527022	 23.22	 -13.43	20.45	20.25	44.97	 6.16	 0.87	 0.65	12.825	      	      	      	      	      	      	      	      	      	 9.166	 0.030	 8.535	 0.036	 8.389	 0.019	 8.272	 0.024	 8.352	 0.021	 8.249	 0.023	 7.701	 0.156	0	XV	Sloan
     723	092.5740064	+22.5721144	 31.60	-117.67	44.04	27.38	43.46	13.09	-0.76	 0.26	14.965	13.796	      	      	      	      	      	      	      	      	 9.876	 0.021	 9.350	 0.022	 9.044	 0.018	 8.882	 0.024	 8.693	 0.020	 8.713	 0.037	 8.437	      	0	XV	Sloan
     724	093.3278106	+11.3696917	 19.36	 -20.59	25.99	20.54	45.10	 5.16	 0.00	 0.60	14.929	      	      	      	      	      	      	      	      	      	 9.073	 0.021	 8.363	 0.044	 8.154	 0.027	 8.012	 0.025	 8.113	 0.020	 8.002	 0.019	 7.668	 0.150	0	XV	Sloan
 1221246	058.5057708	+23.2760664	192.23	 -66.28	32.20	16.74	34.10	29.95	-0.80	 0.10	21.004	19.492	      	      	      	      	      	      	      	      	13.122	 0.022	12.421	 0.023	11.997	 0.018	11.767	 0.023	11.570	 0.022	11.305	 0.184	 8.906	      	1	XV	Sloan
 2992474	070.1052164	-04.6222108	 62.85	  32.23	14.80	29.98	39.40	22.59	 2.10	 0.14	20.043	18.607	      	      	      	      	      	      	      	      	13.700	 0.029	13.094	 0.023	12.744	 0.033	12.551	 0.023	12.373	 0.025	12.498	 0.398	 8.790	      	1	XV	Sloan
